path,size_bytes,sha256,tracked_status,ignored_status,file_type,language,classification,generated_or_human,read_status,parser_used,purpose,principal_symbols,entrypoint_status,references_in,references_out,duplicate_group,risk_notes,reason_not_read
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/erlang.cpython-312.pyc,20537,bc47478c42188f1d629cbe7e0cfc59dc28560e8eb2e32249a6dc342d82741766,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/esoteric.cpython-312.pyc,9773,31e21edcff698114bc441a86ea80fde0d9969870927056e9fc24a5a2878b24c8,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/ezhil.cpython-312.pyc,3872,9b03ce998ede90d91e2172a53071ee1cb5ed0a4e99d3b0a2d3912dd8a4bc47f3,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/factor.cpython-312.pyc,16939,db666f77bd1fb7c046bcf5b283de22ad60e04ae958fc5b7938d8d72badac8052,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/fantom.cpython-312.pyc,8008,85f52cf5b431628e448ae7da6b29b54ffe3ce809c91ae3efdc85dba36f50767f,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/felix.cpython-312.pyc,8263,60f395c8e07df1c232918adf464c2b72cf3549fb7b9eb3e7edea8906afca63cc,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/fift.cpython-312.pyc,1975,9307830562a6959732bad6414991055c8928c6a9aa99f2672c967f8e540dd013,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/floscript.cpython-312.pyc,2993,505589791234d0c8a83ce4f9c80bf71de3651901d69672ceb776719fa95b48bb,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/forth.cpython-312.pyc,5369,a27da2349c8ef7dc0e63a3693a5581d369ef8b896a193290aced28b0746c1f8a,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/fortran.cpython-312.pyc,8726,13fb76725254b4331d08d4cb3646c89d868e845140b53e57093587f8807c94e4,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/foxpro.cpython-312.pyc,20823,8b39639e833e24f2786b243483aee16bac1a68dacb15dcddfbc77e8aca1c580f,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/freefem.cpython-312.pyc,12794,a85c5dbcb36664e11e35f08ef65ebf41992e9cbf913c7dfba0006cd65d6c045c,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/func.cpython-312.pyc,3349,21b48f987c0596f55e08645001c81d268ea74528ccd92d5e9e1c9c97f5e9e3e7,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/functional.cpython-312.pyc,1060,47a45735c6db6ae345bd4508bb3237a2013d1901bbe2f5d57253b401beeca529,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/futhark.cpython-312.pyc,4091,6f651dff16ef791b85f70eeadbc1925379d9fb959b049fd1dc9b9b3fa8e2bfc2,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/gcodelexer.cpython-312.pyc,1331,2bd2bf1e7f2ec09c423ebc36a024c3f3fa993cfe48c42debcfd048cd1d7dab99,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/gdscript.cpython-312.pyc,7225,49c50b6f4f64470315833debc91223240768a57cdcde7334ef1076f51122e73e,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/gleam.cpython-312.pyc,2723,46b04c63f8bbc7ce86a312832dea3bd92dbadaeb85b2877973b5a739a691742a,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/go.cpython-312.pyc,3398,70a3fe0204fc8b0671fb94aa7335baca04afd6d0018e9cb0e748794cf5b569ff,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/grammar_notation.cpython-312.pyc,7728,dd8553d8a2e2ed07c5b274be5993d422527ba472e99186956188e6c8459c1a2e,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/graph.cpython-312.pyc,3825,c071900ee6d5ec20aa15549a8c2177af26bfe75cd7b2388d82361aeaa0fd9391,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/graphics.cpython-312.pyc,29711,205443d0971bb3fa552aaa0f0ba80c56fbfead8a37ea6f4a99397f7638b7023d,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/graphql.cpython-312.pyc,4458,98a7c73f1c9601249bc8cd27de0bddb4f0e46ae65ea8638ac2a032e90b111a4b,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/graphviz.cpython-312.pyc,2232,220c487b2e7e78ac081ea681ec4d30525db89f17959ff61edd62e1bc0c78069a,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/gsql.cpython-312.pyc,3792,86b9e7c56c09f6d0283bda1bdec23d34ef2d3512ac21c08897ca97640db42daa,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/hare.cpython-312.pyc,2965,e5a2824b6887ef2e11317880950f4a33abcb214e1ac6be93d2157f67b54c40fc,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/haskell.cpython-312.pyc,30553,792042e66e896c0e478dfb77ea479bb4faece7a3a89732cb400223452622c657,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/haxe.cpython-312.pyc,22587,6b2f13b08b37f3ccbd26a8363912b1fff5340d1a831aaad7400253cfb47cfb5a,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/hdl.cpython-312.pyc,17490,f817815278698e439a528f372def0d6840f21b559b653a5b0c3dca1da166eb16,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/hexdump.cpython-312.pyc,3666,b513f7256fe97ef9add0a6d7226f843c212687bba09cacac19b3cc9b7ef04253,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/html.cpython-312.pyc,20755,459ecd371a60bf7f299ae6cb1416491d0966d3cfe99ac3f33f83b024368b4d20,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/idl.cpython-312.pyc,12484,1e0c68e5f41609767ea7daea5bfa48cc484f890274c070a42e973b86cd7a7af1,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/igor.cpython-312.pyc,25709,e715802072e0fcdeb420a88fd8d30a50114571b7ef8b037e37ed42eb0847c702,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/inferno.cpython-312.pyc,3262,8278dd3ef65f1cb465aa70792434c0b001a329b1eb6cccb0d92b24e5a803f227,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/installers.cpython-312.pyc,13826,7e04065869cc5748b60f9daddeab1cf0a4ef9a72dfde14b026bb0958af789b82,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/int_fiction.cpython-312.pyc,48097,5eb57cf9b4bc5bcdf38e5d62f393850b826619babe621faa1ba10381df75e81c,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/iolang.cpython-312.pyc,2226,4162adc0379d798c80aac949bb1820ed8e62f6d1bd3be3249f51ebe2d423b1a3,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/j.cpython-312.pyc,4318,afcf8623ed6ec1c27275d18432936a732f9e132bda00f331a13778f4dfc11138,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/javascript.cpython-312.pyc,56993,d0a1f2ab962d0099b1960e806133307481283a25b8963f7d830248cd2fab52d1,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/jmespath.cpython-312.pyc,2416,084a9d06591595a1747580cc02489ef7e358e12d8a42dac38f0632c2e1ff7205,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/jslt.cpython-312.pyc,3774,300e0b91046df3e73905ebb30c7991e928a16bd32e3a9c1b53ebbc531ad83ea8,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/json5.cpython-312.pyc,2896,09b4ac7437a2f97b16708c50f4494e963a4849ca861d38329302f78ee160df91,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/jsonnet.cpython-312.pyc,4872,93ed50dd2442013c8b7af039ceebad4aaf19e8150cfbfccd280848167502314c,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/jsx.cpython-312.pyc,2928,70169f3e7f04c84e4f861c7099c13edbc18abbf76e612e6fca52d0ac53c4114a,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/julia.cpython-312.pyc,10951,83f9b85e16da004ec21a74cb383ee7a80e8fc0c282120da46e19fc4fd88423f0,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/jvm.cpython-312.pyc,64109,569528a7a6756158bed8104d2ed1248a289ed64a64264722541b51e9f565896a,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/kuin.cpython-312.pyc,9896,5665b1f8eb8ebecd84d32cacb801b577d6e19dee08ff19060b6ba24cee159c58,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/kusto.cpython-312.pyc,2858,646c01e912abc4c51709b2f58b0ea0e65c99343a0fe5e48c159e090ab93262ec,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/ldap.cpython-312.pyc,6442,0b2d8ec921e1d648ff36a15ba8f922ce5de1f8a8474621b3a5520e541c32ee75,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/lean.cpython-312.pyc,8019,e9d820bff23b0a5ef8568758cf357c7a05e690557a9eab98747f0d93d53e8e73,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/lilypond.cpython-312.pyc,8387,6b0f007339be7b8acf5cd81a9a8eff2e240a5362b61a50fe235421ee320e33c3,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/lisp.cpython-312.pyc,121741,122897d9b858a24fa329f124824973da7fc45565ace3b70268cb8f7884ae9411,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/macaulay2.cpython-312.pyc,23743,5c2ec78499b386eabda2aebdd76a8c68df873d4845cb2344909bd7a0bcec83c7,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/make.cpython-312.pyc,6680,0a58f441772b83f0d5e9654940693246d8b9560848167ada6b2b7a4bd981bacf,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/maple.cpython-312.pyc,4994,19bc441645ec71224db88bc5ae1f7e2e332c7d7f56d1fbd123bef09aa28080b3,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/markup.cpython-312.pyc,60597,702e1d2146046b827e702982d86319bd8018be2b4e6bc4a6a70cfc50e9143d8e,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/math.cpython-312.pyc,1055,3abbeb7e1964d8ce6ce62243bc9ebb93584ffee40fa35cbc9a9c437e2e5269c4,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/matlab.cpython-312.pyc,55749,83feccc5267edebf5b8b1154ad44989ff1a372ebc1e36d87bc478e247bf8a44a,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/maxima.cpython-312.pyc,3203,38f8d7d6645881de8b6a9b02ca6944910c386e5185e5c4f0d9998a46589fe7c5,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/meson.cpython-312.pyc,3541,2a14623c7d06713823b1056aa0c2d3a8b448f48b65bab41ef339192c4289efce,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
.venv/lib/python3.12/site-packages/pygments/lexers/__pycache__/mime.cpython-312.pyc,10132,e2a25fb12d6e166bf53d0a82bd76acc5e7fca4d900c631ae691d1eaf729e1600,UNTRACKED_OR_GENERATED,IGNORED,Python bytecode,,vendored_dependency,generated,METADATA_ONLY,sha256+stat,Local virtual-environment dependency or wrapper,,NOT_ENTRYPOINT,,,,,"Generated, vendored, cached, Git-internal, or binary file; inventoried by metadata and digest per audit scope."
