path,qualified_name,kind,line,end_line,decorators,callers,callees,imports,runtime_reachability,tests,configuration_dependencies,data_io,side_effects,external_services,documented,status
dubbing/srt_parser.py,parse_srt,function,38,39,,dubbing/cli/main.py:parse_srt;dubbing/pipeline.py:parse_srt,Path;Path.read_text;SRTEntry;_TIMECODE_RE.match;_ms;block.strip;block.strip.splitlines;entries.append;int;join;len;m.group;parse_srt_string;re.compile;re.split;strip;text.strip,__future__;dubbing.models;pathlib;re,STATICALLY_REFERENCED,tests/core/test_boundaries.py;tests/core/test_mutant_killers.py;tests/core/test_srt_parser.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/attribution.py,_word_speaker,function,14,21,,dubbing/transcription/attribution.py:_word_speaker,_word_speaker;all;attribute_window;diarization.to_dict;iter;len;next;replace;segments.append;tuple,__future__;dataclasses;dubbing.diarization.attribution;dubbing.diarization.models;dubbing.transcription.models,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/attribution.py,attribute_transcript,function,24,59,,dubbing/apps/personal_capture/service.py:attribute_transcript;dubbing/cli/main.py:attribute_transcript;dubbing/transcription/pipeline.py:attribute_transcript;tests/transcription/test_diarization_integration.py:attribute_transcript,_word_speaker;all;attribute_window;diarization.to_dict;iter;len;next;replace;segments.append;tuple,__future__;dataclasses;dubbing.diarization.attribution;dubbing.diarization.models;dubbing.transcription.models,STATICALLY_REFERENCED,tests/transcription/test_diarization_integration.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/base.py,TranscriptionBackend,class,12,26,,,,__future__;abc;dubbing.transcription.models;pathlib,UNRESOLVED_STATICALLY,tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_resumable.py,,,,,NO_OR_UNKNOWN,AMBIGUOUS_NO_STATIC_CALLER
dubbing/transcription/base.py,TranscriptionBackend.identity,method,17,18,property;abstractmethod,,,__future__;abc;dubbing.transcription.models;pathlib,UNRESOLVED_STATICALLY,tests/core/test_mutant_killers.py;tests/core/test_say_backend.py;tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_resumable.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,YES,AMBIGUOUS_NO_STATIC_CALLER
dubbing/transcription/base.py,TranscriptionBackend.transcribe,method,21,26,abstractmethod,dubbing/transcription/faster_whisper.py:model.transcribe;dubbing/transcription/job.py:self.backend.transcribe;dubbing/transcription/mlx_whisper.py:mlx_whisper.transcribe;dubbing/transcription/pipeline.py:self.transcription_backend.transcribe;tests/personal_capture/test_service.py:FakeASR.transcribe;tests/personal_capture/test_service.py:super.transcribe;tests/transcription/test_faster_whisper_backend.py:backend.transcribe;tests/transcription/test_mlx_backend.py:MLXWhisperTranscriptionBackend.transcribe;tests/transcription/test_mlx_backend.py:backend.transcribe,,__future__;abc;dubbing.transcription.models;pathlib,STATICALLY_REFERENCED,tests/cli/test_gpu_launcher.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_resumable.py,,,,,YES,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/faster_whisper.py,_milliseconds,function,21,28,,dubbing/transcription/faster_whisper.py:_milliseconds;dubbing/transcription/mlx_whisper.py:_milliseconds,Path;TranscriptSegment;TranscriptWord;TranscriptionError;TranscriptionOptions;TranscriptionResult;ValueError;_milliseconds;_probability;any;cls._parse_word;compute_type.strip;dependency.WhisperModel;digest.hexdigest;digest.update;float;getattr;handle.read;hashlib.sha256;importlib.import_module;iter;join;join.strip;math.exp;math.isfinite;max;min;model.strip;model.transcribe;path.is_file;path.open;round;self._dependency;self._load_model;self._parse_segment;self._source_hash;str;str.strip;tuple,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,tests/core/test_srt_parser.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/faster_whisper.py,_probability,function,31,38,,dubbing/transcription/faster_whisper.py:_probability,Path;TranscriptSegment;TranscriptWord;TranscriptionError;TranscriptionOptions;TranscriptionResult;ValueError;_milliseconds;_probability;any;cls._parse_word;compute_type.strip;dependency.WhisperModel;digest.hexdigest;digest.update;float;getattr;handle.read;hashlib.sha256;importlib.import_module;iter;join;join.strip;math.exp;math.isfinite;max;min;model.strip;model.transcribe;path.is_file;path.open;round;self._dependency;self._load_model;self._parse_segment;self._source_hash;str;str.strip;tuple,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/faster_whisper.py,FasterWhisperTranscriptionBackend,class,41,214,,dubbing/apps/personal_capture/runtime.py:FasterWhisperTranscriptionBackend;dubbing/cli/factories.py:FasterWhisperTranscriptionBackend;tests/transcription/test_faster_whisper_backend.py:FasterWhisperTranscriptionBackend,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,tests/transcription/test_faster_whisper_backend.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/faster_whisper.py,FasterWhisperTranscriptionBackend.__init__,method,44,72,,,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,UNRESOLVED_STATICALLY,tests/acceptance/test_acceptance_cli.py;tests/core/test_pipeline.py;tests/diarization/test_pipeline.py;tests/diarization/test_resumable.py;tests/diarization/test_sherpa_backend.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_resumable.py;tests/translation/test_resumable.py,,,,,NO_OR_UNKNOWN,AMBIGUOUS_NO_STATIC_CALLER
dubbing/transcription/faster_whisper.py,FasterWhisperTranscriptionBackend.identity,method,75,79,property,,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,UNRESOLVED_STATICALLY,tests/core/test_mutant_killers.py;tests/core/test_say_backend.py;tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_resumable.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,YES,AMBIGUOUS_NO_STATIC_CALLER
dubbing/transcription/faster_whisper.py,FasterWhisperTranscriptionBackend._dependency,method,82,89,staticmethod,dubbing/transcription/faster_whisper.py:self._dependency;dubbing/transcription/mlx_whisper.py:self._dependency,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,tests/diarization/test_sherpa_backend.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/faster_whisper.py,FasterWhisperTranscriptionBackend._source_hash,method,92,97,staticmethod,dubbing/transcription/faster_whisper.py:self._source_hash;dubbing/transcription/mlx_whisper.py:self._source_hash,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/faster_whisper.py,FasterWhisperTranscriptionBackend._load_model,method,99,115,,dubbing/transcription/faster_whisper.py:self._load_model,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/faster_whisper.py,FasterWhisperTranscriptionBackend._parse_word,method,118,131,staticmethod,dubbing/transcription/faster_whisper.py:cls._parse_word;dubbing/transcription/mlx_whisper.py:cls._parse_word,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/faster_whisper.py,FasterWhisperTranscriptionBackend._parse_segment,method,134,162,classmethod,dubbing/transcription/faster_whisper.py:self._parse_segment;dubbing/transcription/mlx_whisper.py:self._parse_segment,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/faster_whisper.py,FasterWhisperTranscriptionBackend.transcribe,method,164,214,,dubbing/transcription/faster_whisper.py:model.transcribe;dubbing/transcription/job.py:self.backend.transcribe;dubbing/transcription/mlx_whisper.py:mlx_whisper.transcribe;dubbing/transcription/pipeline.py:self.transcription_backend.transcribe;tests/personal_capture/test_service.py:FakeASR.transcribe;tests/personal_capture/test_service.py:super.transcribe;tests/transcription/test_faster_whisper_backend.py:backend.transcribe;tests/transcription/test_mlx_backend.py:MLXWhisperTranscriptionBackend.transcribe;tests/transcription/test_mlx_backend.py:backend.transcribe,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,tests/cli/test_gpu_launcher.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_resumable.py,,,,,YES,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/job.py,source_sha256,function,25,30,,dubbing/diarization/job.py:source_sha256;dubbing/transcription/job.py:source_sha256,Path;TranscriptSegment;TranscriptWord;TranscriptionError;TranscriptionOptions;TranscriptionResult;ValueError;_atomic_json;_result_from_dict;checkpoint.exists;checkpoint.read_text;digest.hexdigest;digest.update;document.get;enumerate;exc.stderr.strip;ffmpeg_executable;final.to_dict;float;handle.read;hashlib.sha256;item.get;iter;join;join.strip;json.dumps;json.loads;local.shifted;max;media_duration_ms;min;os.getpid;os.replace;path.exists;path.open;path.parent.mkdir;path.read_text;path.with_name;process.stdout.strip;range;replace;result.text.strip;result.to_dict;round;segments.append;segments.extend;self._admit_manifest;self._extract_chunk;self._manifest;self.backend.identity.split;self.backend.transcribe;self.checkpoint_dir.mkdir;shutil.which;sorted;source.is_file;source_sha256;str;subprocess.run;tempfile.TemporaryDirectory;temporary.unlink;temporary.write_text;texts.append;tuple;word.get,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,STATICALLY_REFERENCED,tests/personal_capture/test_service.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_models.py;tests/translation/test_resumable.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/job.py,media_duration_ms,function,33,63,,dubbing/apps/personal_capture/preflight.py:media_duration_ms;dubbing/apps/personal_capture/service.py:media_duration_ms;dubbing/diarization/job.py:media_duration_ms;dubbing/transcription/job.py:media_duration_ms,Path;TranscriptSegment;TranscriptWord;TranscriptionError;TranscriptionOptions;TranscriptionResult;ValueError;_atomic_json;_result_from_dict;checkpoint.exists;checkpoint.read_text;digest.hexdigest;digest.update;document.get;enumerate;exc.stderr.strip;ffmpeg_executable;final.to_dict;float;handle.read;hashlib.sha256;item.get;iter;join;join.strip;json.dumps;json.loads;local.shifted;max;media_duration_ms;min;os.getpid;os.replace;path.exists;path.open;path.parent.mkdir;path.read_text;path.with_name;process.stdout.strip;range;replace;result.text.strip;result.to_dict;round;segments.append;segments.extend;self._admit_manifest;self._extract_chunk;self._manifest;self.backend.identity.split;self.backend.transcribe;self.checkpoint_dir.mkdir;shutil.which;sorted;source.is_file;source_sha256;str;subprocess.run;tempfile.TemporaryDirectory;temporary.unlink;temporary.write_text;texts.append;tuple;word.get,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,STATICALLY_REFERENCED,tests/diarization/test_resumable.py;tests/personal_capture/test_service.py;tests/transcription/test_resumable.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/job.py,_atomic_json,function,66,74,,dubbing/apps/personal_capture/watcher.py:_atomic_json;dubbing/diarization/job.py:_atomic_json;dubbing/transcription/job.py:_atomic_json;dubbing/translation/job.py:_atomic_json,Path;TranscriptSegment;TranscriptWord;TranscriptionError;TranscriptionOptions;TranscriptionResult;ValueError;_atomic_json;_result_from_dict;checkpoint.exists;checkpoint.read_text;digest.hexdigest;digest.update;document.get;enumerate;exc.stderr.strip;ffmpeg_executable;final.to_dict;float;handle.read;hashlib.sha256;item.get;iter;join;join.strip;json.dumps;json.loads;local.shifted;max;media_duration_ms;min;os.getpid;os.replace;path.exists;path.open;path.parent.mkdir;path.read_text;path.with_name;process.stdout.strip;range;replace;result.text.strip;result.to_dict;round;segments.append;segments.extend;self._admit_manifest;self._extract_chunk;self._manifest;self.backend.identity.split;self.backend.transcribe;self.checkpoint_dir.mkdir;shutil.which;sorted;source.is_file;source_sha256;str;subprocess.run;tempfile.TemporaryDirectory;temporary.unlink;temporary.write_text;texts.append;tuple;word.get,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/job.py,_result_from_dict,function,77,115,,dubbing/diarization/job.py:_result_from_dict;dubbing/transcription/job.py:_result_from_dict,Path;TranscriptSegment;TranscriptWord;TranscriptionError;TranscriptionOptions;TranscriptionResult;ValueError;_atomic_json;_result_from_dict;checkpoint.exists;checkpoint.read_text;digest.hexdigest;digest.update;document.get;enumerate;exc.stderr.strip;ffmpeg_executable;final.to_dict;float;handle.read;hashlib.sha256;item.get;iter;join;join.strip;json.dumps;json.loads;local.shifted;max;media_duration_ms;min;os.getpid;os.replace;path.exists;path.open;path.parent.mkdir;path.read_text;path.with_name;process.stdout.strip;range;replace;result.text.strip;result.to_dict;round;segments.append;segments.extend;self._admit_manifest;self._extract_chunk;self._manifest;self.backend.identity.split;self.backend.transcribe;self.checkpoint_dir.mkdir;shutil.which;sorted;source.is_file;source_sha256;str;subprocess.run;tempfile.TemporaryDirectory;temporary.unlink;temporary.write_text;texts.append;tuple;word.get,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/job.py,ResumableTranscriptionJob,class,118,296,,dubbing/apps/personal_capture/service.py:ResumableTranscriptionJob;dubbing/cli/main.py:ResumableTranscriptionJob;tests/personal_capture/test_full_day_gate.py:ResumableTranscriptionJob;tests/transcription/test_resumable.py:ResumableTranscriptionJob,,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,STATICALLY_REFERENCED,tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_resumable.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/job.py,ResumableTranscriptionJob.__init__,method,121,136,,,,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,UNRESOLVED_STATICALLY,tests/acceptance/test_acceptance_cli.py;tests/core/test_pipeline.py;tests/diarization/test_pipeline.py;tests/diarization/test_resumable.py;tests/diarization/test_sherpa_backend.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_resumable.py;tests/translation/test_resumable.py,,,,,NO_OR_UNKNOWN,AMBIGUOUS_NO_STATIC_CALLER
dubbing/transcription/job.py,ResumableTranscriptionJob._extract_chunk,method,139,174,staticmethod,dubbing/diarization/job.py:self._extract_chunk;dubbing/transcription/job.py:self._extract_chunk,,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,STATICALLY_REFERENCED,tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/transcription/test_resumable.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/job.py,ResumableTranscriptionJob._manifest,method,176,185,,dubbing/diarization/job.py:self._manifest;dubbing/transcription/job.py:self._manifest;dubbing/translation/job.py:self._manifest,,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,STATICALLY_REFERENCED,tests/transcription/test_resumable.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/job.py,ResumableTranscriptionJob._admit_manifest,method,187,199,,dubbing/diarization/job.py:self._admit_manifest;dubbing/transcription/job.py:self._admit_manifest;dubbing/translation/job.py:self._admit_manifest,,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/job.py,ResumableTranscriptionJob.run,method,201,296,,acceptance.py:app.run;acceptance.py:subprocess.run;dubbing/apps/dubbing_web.py:app.run;dubbing/apps/personal_capture/preflight.py:subprocess.run;dubbing/apps/personal_capture/review.py:app.run;dubbing/apps/personal_capture/service.py:AudioUnderstandingPipeline.run;dubbing/apps/personal_capture/service.py:ResumableDiarizationJob.run;dubbing/apps/personal_capture/service.py:ResumableTranscriptionJob.run;dubbing/apps/personal_capture/service.py:ResumableTranslationJob.run;dubbing/backends/espeak.py:subprocess.run;dubbing/backends/piper.py:subprocess.run;dubbing/backends/say.py:subprocess.run;dubbing/cli/main.py:AudioUnderstandingPipeline.run;dubbing/cli/main.py:ResumableDiarizationJob.run;dubbing/cli/main.py:ResumableTranscriptionJob.run;dubbing/diarization/job.py:subprocess.run;dubbing/diarization/sherpa.py:subprocess.run;dubbing/transcription/job.py:subprocess.run;tests/cli/test_cli.py:subprocess.run;tests/core/test_adversarial_hardening.py:subprocess.run;tests/core/test_pipeline.py:DubbingPipeline.run;tests/diarization/test_resumable.py:job.run;tests/personal_capture/test_full_day_gate.py:diarization.run;tests/personal_capture/test_full_day_gate.py:transcription.run;tests/transcription/test_diarization_integration.py:AudioUnderstandingPipeline.run;tests/transcription/test_resumable.py:job.run;tests/translation/test_resumable.py:job.run,,__future__;dataclasses;dubbing.media;dubbing.transcription.base;dubbing.transcription.models;hashlib;json;os;pathlib;shutil;subprocess;tempfile,STATICALLY_REFERENCED,tests/acceptance/test_acceptance_cli.py;tests/acceptance/test_acceptance_helpers.py;tests/acceptance/test_project_structure.py;tests/cli/test_cli.py;tests/cli/test_gpu_launcher.py;tests/core/test_adversarial_hardening.py;tests/core/test_batch.py;tests/core/test_mutant_killers.py;tests/core/test_parallel_pipeline.py;tests/core/test_pipeline.py;tests/core/test_piper_backend.py;tests/core/test_prosody_bounds.py;tests/core/test_say_backend.py;tests/diarization/test_pipeline.py;tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_preflight.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_resumable.py;tests/translation/test_resumable.py,,,,,YES,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/mlx_whisper.py,_milliseconds,function,21,28,,dubbing/transcription/faster_whisper.py:_milliseconds;dubbing/transcription/mlx_whisper.py:_milliseconds,Path;TranscriptSegment;TranscriptWord;TranscriptionError;TranscriptionOptions;TranscriptionResult;ValueError;_confidence;_milliseconds;any;cls._parse_word;digest.hexdigest;digest.update;float;handle.read;hashlib.sha256;importlib.import_module;isinstance;item.get;iter;join;math.exp;math.isfinite;max;min;mlx_whisper.transcribe;model.strip;path.is_file;path.open;raw.get;round;self._dependency;self._parse_segment;self._source_hash;str;str.strip;tuple,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,tests/core/test_srt_parser.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/mlx_whisper.py,_confidence,function,31,46,,dubbing/transcription/mlx_whisper.py:_confidence,Path;TranscriptSegment;TranscriptWord;TranscriptionError;TranscriptionOptions;TranscriptionResult;ValueError;_confidence;_milliseconds;any;cls._parse_word;digest.hexdigest;digest.update;float;handle.read;hashlib.sha256;importlib.import_module;isinstance;item.get;iter;join;math.exp;math.isfinite;max;min;mlx_whisper.transcribe;model.strip;path.is_file;path.open;raw.get;round;self._dependency;self._parse_segment;self._source_hash;str;str.strip;tuple,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,tests/translation/test_pipeline.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/mlx_whisper.py,MLXWhisperTranscriptionBackend,class,49,178,,dubbing/cli/factories.py:MLXWhisperTranscriptionBackend;tests/transcription/test_mlx_backend.py:MLXWhisperTranscriptionBackend,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,tests/transcription/test_mlx_backend.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/mlx_whisper.py,MLXWhisperTranscriptionBackend.__init__,method,52,63,,,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,UNRESOLVED_STATICALLY,tests/acceptance/test_acceptance_cli.py;tests/core/test_pipeline.py;tests/diarization/test_pipeline.py;tests/diarization/test_resumable.py;tests/diarization/test_sherpa_backend.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_resumable.py;tests/translation/test_resumable.py,,,,,NO_OR_UNKNOWN,AMBIGUOUS_NO_STATIC_CALLER
dubbing/transcription/mlx_whisper.py,MLXWhisperTranscriptionBackend.identity,method,66,67,property,,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,UNRESOLVED_STATICALLY,tests/core/test_mutant_killers.py;tests/core/test_say_backend.py;tests/diarization/test_resumable.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_resumable.py;tests/translation/test_pipeline.py;tests/translation/test_resumable.py,,,,,YES,AMBIGUOUS_NO_STATIC_CALLER
dubbing/transcription/mlx_whisper.py,MLXWhisperTranscriptionBackend._dependency,method,70,77,staticmethod,dubbing/transcription/faster_whisper.py:self._dependency;dubbing/transcription/mlx_whisper.py:self._dependency,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,tests/diarization/test_sherpa_backend.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/mlx_whisper.py,MLXWhisperTranscriptionBackend._source_hash,method,80,85,staticmethod,dubbing/transcription/faster_whisper.py:self._source_hash;dubbing/transcription/mlx_whisper.py:self._source_hash,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/mlx_whisper.py,MLXWhisperTranscriptionBackend._parse_word,method,88,101,staticmethod,dubbing/transcription/faster_whisper.py:cls._parse_word;dubbing/transcription/mlx_whisper.py:cls._parse_word,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/mlx_whisper.py,MLXWhisperTranscriptionBackend._parse_segment,method,104,123,classmethod,dubbing/transcription/faster_whisper.py:self._parse_segment;dubbing/transcription/mlx_whisper.py:self._parse_segment,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/mlx_whisper.py,MLXWhisperTranscriptionBackend.transcribe,method,125,178,,dubbing/transcription/faster_whisper.py:model.transcribe;dubbing/transcription/job.py:self.backend.transcribe;dubbing/transcription/mlx_whisper.py:mlx_whisper.transcribe;dubbing/transcription/pipeline.py:self.transcription_backend.transcribe;tests/personal_capture/test_service.py:FakeASR.transcribe;tests/personal_capture/test_service.py:super.transcribe;tests/transcription/test_faster_whisper_backend.py:backend.transcribe;tests/transcription/test_mlx_backend.py:MLXWhisperTranscriptionBackend.transcribe;tests/transcription/test_mlx_backend.py:backend.transcribe,,__future__;dubbing.transcription.base;dubbing.transcription.models;hashlib;importlib;math;pathlib;typing,STATICALLY_REFERENCED,tests/cli/test_gpu_launcher.py;tests/personal_capture/test_full_day_gate.py;tests/personal_capture/test_service.py;tests/transcription/test_diarization_integration.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_resumable.py,,,,,YES,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/models.py,TranscriptionError,class,7,8,,dubbing/transcription/faster_whisper.py:TranscriptionError;dubbing/transcription/job.py:TranscriptionError;dubbing/transcription/mlx_whisper.py:TranscriptionError,,__future__;dataclasses;typing,STATICALLY_REFERENCED,tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_resumable.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/models.py,TranscriptionOptions,class,12,24,dataclass,dubbing/apps/personal_capture/service.py:TranscriptionOptions;dubbing/cli/main.py:TranscriptionOptions;dubbing/transcription/faster_whisper.py:TranscriptionOptions;dubbing/transcription/job.py:TranscriptionOptions;dubbing/transcription/mlx_whisper.py:TranscriptionOptions;tests/transcription/test_faster_whisper_backend.py:TranscriptionOptions;tests/transcription/test_mlx_backend.py:TranscriptionOptions;tests/transcription/test_models.py:TranscriptionOptions,,__future__;dataclasses;typing,STATICALLY_REFERENCED,tests/personal_capture/test_service.py;tests/transcription/test_faster_whisper_backend.py;tests/transcription/test_mlx_backend.py;tests/transcription/test_models.py,,,,,NO_OR_UNKNOWN,ACTIVE_OR_EXTERNALLY_REACHABLE
dubbing/transcription/models.py,TranscriptionOptions.__post_init__,method,20,24,,,,__future__;dataclasses;typing,UNRESOLVED_STATICALLY,,,,,,NO_OR_UNKNOWN,AMBIGUOUS_NO_STATIC_CALLER
